"id","user_id","created_at","retweet_user_id","type","content","rank","user_type"
"1366779830155571200","301042394",2021-03-02,"1651411087","retweet_in","Social Media Impact on Chess",22,"influencer"
"1368010409601536000","1651411087",2021-03-06,"301042394","retweet_in","Chess Training and Improvement",19,"influencer"
"1371178611122790400","480444935",2021-03-14,"480444935","retweet_in","Chess Literature and Media",50,"consumer"
"1373242131880550400","92284830",2021-03-20,"46465628","retweet_in","Chess Legends and Personalities",42,"consumer"
"1374472371252326400","301042394",2021-03-23,"1651411087","retweet_in","Chess Training and Improvement",22,"influencer"
"1376806149115289600","186797066",2021-03-30,"94340676","retweet_in","Social Media Impact on Chess",12,"consumer"
"1387648976133017600","97426170",2021-04-29,"2233129128","retweet_in","Player Performances and Strategies",1,"consumer"
"1388552417390694400","77210396",2021-05-01,"228660231","retweet_in","Tournament Results and Standings",17,"influencer"
"1391832325453926400","77210396",2021-05-10,"406172437","retweet_in","Social Media Impact on Chess",47,"consumer"
"1392135038863564800","301042394",2021-05-11,"1651411087","retweet_in","Social Media Impact on Chess",22,"influencer"
"1394218153031475200","77210396",2021-05-17,"252909412","retweet_in","Chess Events and Tournaments",64,"consumer"
"1394639210204774400","77210396",2021-05-18,"92284830","retweet_in","Chess Events and Tournaments",44,"consumer"
"1397539142448332800","77210396",2021-05-26,"228660231","retweet_in","Tournament Results and Standings",17,"influencer"
"1397556524160102400","228660231",2021-05-26,"77210396","retweet_in","Online Chess Competitions",39,"consumer"
"1401534380280012800","3392260661",2021-06-06,"94340676","retweet_in","Chess Events and Tournaments",12,"consumer"
"1402613610120089600","46465628",2021-06-09,"132702118","retweet_in","Chess Legends and Personalities",6,"consumer"
"1404007767732633600","92284830",2021-06-13,"313299656","retweet_in","Player Performances and Strategies",9,"consumer"
"1406163028626841600","186797066",2021-06-19,"3392260661","retweet_in","Chess Events and Tournaments",13,"consumer"
"1407815318622310400","301042394",2021-06-23,"301042394","retweet_in","Online Chess Competitions",19,"influencer"
"1410152174416384000","3086225424",2021-06-30,"4369711156","retweet_in","Chess Literature and Media",26,"influencer"
"1410233889994444800","126345156",2021-06-30,"29521967","retweet_in","Chess Legends and Personalities",30,"consumer"
"1413142349882880000","301042394",2021-07-08,"94340676","retweet_in","Social Media Impact on Chess",12,"consumer"
"1418337501190656000","75174049",2021-07-22,"23612012","retweet_in","Player Performances and Strategies",2,"influencer"
"1420306514053632000","92284830",2021-07-28,"301042394","retweet_in","Player Performances and Strategies",19,"influencer"
"1421776391222272000","186797066",2021-08-01,"4369711156","retweet_in","Social Media Impact on Chess",26,"influencer"
"1428458915579187200","75174049",2021-08-19,"3161912605","retweet_in","Player Performances and Strategies",4,"influencer"
"1431024250316595200","23612012",2021-08-26,"3161912605","retweet_in","Chess Events and Tournaments",4,"influencer"
"1434967403738316800","1495255914",2021-09-06,"919900711","retweet_in","Chess Events and Tournaments",15,"influencer"
"1436742560437964800","83338597",2021-09-11,"919900711","retweet_in","Social Media Impact on Chess",15,"influencer"
"1437084342669516800","391563229",2021-09-12,"919900711","retweet_in","Chess Legends and Personalities",15,"influencer"
"1437359860698521600","2233129128",2021-09-13,"3086225424","retweet_in","Social Media Impact on Chess",57,"consumer"
"1437969465556275200","3161912605",2021-09-15,"23612012","retweet_in","Chess Legends and Personalities",2,"influencer"
"1438093363249561600","46465628",2021-09-15,"23612012","retweet_in","Chess Legends and Personalities",2,"influencer"
"1438146619229286400","391563229",2021-09-15,"919900711","retweet_in","Social Media Impact on Chess",15,"influencer"
"1440248237626060800","97426170",2021-09-21,"1067064666","retweet_in","Player Performances and Strategies",8,"consumer"
"1443261961714688000","83338597",2021-09-29,"247232127","retweet_in","Social Media Impact on Chess",66,"consumer"
"1448180529090662400","4922808130",2021-10-13,"313299656","retweet_in","Social Media Impact on Chess",9,"consumer"
"1458109517359718400","1651411087",2021-11-09,"301042394","retweet_in","Chess Legends and Personalities",19,"influencer"
"1461774904802508800","3392260661",2021-11-19,"277634312","retweet_in","Tournament Results and Standings",60,"consumer"
"1463214734082252800","301042394",2021-11-23,"1651411087","retweet_in","Social Media Impact on Chess",22,"influencer"
"1464639869603532800","28994084",2021-11-27,"1651411087","retweet_in","Player Performances and Strategies",22,"influencer"
"1469282390690304000","3392260661",2021-12-10,"1651411087","retweet_in","Chess Legends and Personalities",22,"influencer"
"1470704110500556800","186797066",2021-12-14,"132702118","retweet_in","Online Chess Competitions",6,"consumer"
"1472620870401024000","3392260661",2021-12-19,"228660231","retweet_in","Tournament Results and Standings",17,"influencer"
"1474018888832716800","60494861",2021-12-23,"232951413","retweet_in","Social Media Impact on Chess",3,"influencer"
"1478092607192371200","4369711156",2022-01-03,"60494861","retweet_in","Chess Literature and Media",14,"consumer"
"1478612081809100800","4369711156",2022-01-05,"60494861","retweet_in","Social Media Impact on Chess",14,"consumer"
"1481382096820224000","4369711156",2022-01-12,"2233129128","retweet_in","Chess Training and Improvement",1,"consumer"
"1481932261066956800","3392260661",2022-01-14,"227629567","retweet_in","Online Chess Competitions",51,"influencer"
"1483856931806720000","126345156",2022-01-19,"29521967","retweet_in","Chess Legends and Personalities",30,"consumer"
"1484555997544857600","3392260661",2022-01-21,"227629567","retweet_in","Tournament Results and Standings",51,"influencer"
"1484562096578867200","297267701",2022-01-21,"3511819222","retweet_in","Chess Events and Tournaments",34,"consumer"
"1487378793664819200","3392260661",2022-01-29,"227629567","retweet_in","Chess Events and Tournaments",51,"influencer"
"1488588374881587200","1041446451715473408",2022-02-01,"1729528081","retweet_in","Player Performances and Strategies",25,"consumer"
"1489570088424550400","337149339",2022-02-04,"337149339","retweet_in","Chess Training and Improvement",67,"consumer"
"1490331417892454400","94340676",2022-02-06,"434270813","retweet_in","Chess Literature and Media",58,"consumer"
"1492546945147187200","23612012",2022-02-12,"277594186","retweet_in","Chess Events and Tournaments",10,"influencer"
"1494467253458329600","277594186",2022-02-18,"23612012","retweet_in","Tournament Results and Standings",2,"influencer"
"1497540105791283200","1041446451715473408",2022-02-26,"337149339","retweet_in","Social Media Impact on Chess",67,"consumer"
"1497638298793267200","23612012",2022-02-26,"277594186","retweet_in","Chess Training and Improvement",10,"influencer"
"1499059080215756800","94340676",2022-03-02,"279565150","retweet_in","Political and Social Issues in Chess",71,"consumer"
"1499182909122560000","161308987",2022-03-03,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1500966689244160000","217741900",2022-03-07,"279565150","retweet_in","Political and Social Issues in Chess",71,"consumer"
"1502105893885952000","277594186",2022-03-11,"277594186","retweet_in","Chess Events and Tournaments",10,"influencer"
"1502950467005030400","77210396",2022-03-13,"228660231","retweet_in","Chess Events and Tournaments",17,"influencer"
"1504512593662259200","77210396",2022-03-17,"609121227","retweet_in","Social Media Impact on Chess",21,"consumer"
"1504599062326169600","3161912605",2022-03-17,"23612012","retweet_in","Social Media Impact on Chess",2,"influencer"
"1505200954651545600","92284830",2022-03-19,"161308987","retweet_in","Chess Events and Tournaments",27,"consumer"
"1506247907909017600","217741900",2022-03-22,"3511819222","retweet_in","Chess Legends and Personalities",34,"consumer"
"1506582036831744000","301042394",2022-03-23,"1651411087","retweet_in","Social Media Impact on Chess",22,"influencer"
"1506619431572582400","94340676",2022-03-23,"301042394","retweet_in","Chess Events and Tournaments",19,"influencer"
"1507002133907865600","217741900",2022-03-24,"354486695","retweet_in","Player Performances and Strategies",54,"consumer"
"1507031277857382400","4369711156",2022-03-24,"354486695","retweet_in","Tournament Results and Standings",54,"consumer"
"1507351016580300800","301042394",2022-03-25,"1651411087","retweet_in","Social Media Impact on Chess",22,"influencer"
"1508349940942131200","92284830",2022-03-28,"46465628","retweet_in","Tournament Results and Standings",42,"consumer"
"1509795566745702400","186797066",2022-04-01,"4369711156","retweet_in","Social Media Impact on Chess",26,"influencer"
"1511657653956710400","92284830",2022-04-06,"1651411087","retweet_in","Social Media Impact on Chess",22,"influencer"
"1511721684453273600","2233129128",2022-04-06,"1884178352","retweet_in","Social Media Impact on Chess",7,"consumer"
"1512393247989145600","77210396",2022-04-08,"232951413","retweet_in","Online Chess Competitions",3,"influencer"
"1513819262384844800","186797066",2022-04-12,"4369711156","retweet_in","Chess Literature and Media",26,"influencer"
"1514395635998412800","23612012",2022-04-14,"277594186","retweet_in","Chess Literature and Media",10,"influencer"
"1516005145305395200","4922808130",2022-04-18,"2609917590","retweet_in","Chess Events and Tournaments",59,"consumer"
"1519036457264025600","23612012",2022-04-26,"277594186","retweet_in","Chess Events and Tournaments",10,"influencer"
"1519043894339686400","228660231",2022-04-26,"92284830","retweet_in","Chess Events and Tournaments",44,"consumer"
"1520032422473216000","228660231",2022-04-29,"92284830","retweet_in","Tournament Results and Standings",44,"consumer"
"1520699964896256000","3392260661",2022-05-01,"391563229","retweet_in","Chess Legends and Personalities",46,"consumer"
"1521133195227545600","3392260661",2022-05-02,"29521967","retweet_in","Social Media Impact on Chess",30,"consumer"
"1521510776124620800","23612012",2022-05-03,"126345156","retweet_in","Chess Literature and Media",16,"consumer"
"1521533548565606400","23612012",2022-05-03,"277594186","retweet_in","Chess Events and Tournaments",10,"influencer"
"1522928916645785600","217741900",2022-05-07,"161308987","retweet_in","Player Performances and Strategies",27,"consumer"
"1523637849740185600","77210396",2022-05-09,"228660231","retweet_in","Political and Social Issues in Chess",17,"influencer"
"1525257222938316800","2233129128",2022-05-13,"252909412","retweet_in","Social Media Impact on Chess",64,"consumer"
"1525478400739225600","1495255914",2022-05-14,"3161912605","retweet_in","Chess Legends and Personalities",4,"influencer"
"1526249064156774400","77210396",2022-05-16,"22202577","retweet_in","Tournament Results and Standings",72,"consumer"
"1526951087143526400","232951413",2022-05-18,"92284830","retweet_in","Chess Events and Tournaments",44,"consumer"
"1528426935315046400","4369711156",2022-05-22,"92284830","retweet_in","Tournament Results and Standings",44,"consumer"
"1531580131793305600","217741900",2022-05-31,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1531991355416883200","31479252",2022-06-01,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1534258652823142400","297267701",2022-06-07,"132702118","retweet_in","Player Performances and Strategies",6,"consumer"
"1535252221319065600","1495255914",2022-06-10,"919900711","retweet_in","Chess Legends and Personalities",15,"influencer"
"1536737895318528000","3161912605",2022-06-14,"97426170","retweet_in","Tournament Results and Standings",53,"consumer"
"1537874056422297600","126345156",2022-06-17,"23612012","retweet_in","Tournament Results and Standings",2,"influencer"
"1542438419803955200","217741900",2022-06-30,"161308987","retweet_in","Player Performances and Strategies",27,"consumer"
"1542438593011916800","217741900",2022-06-30,"23612012","retweet_in","Social Media Impact on Chess",2,"influencer"
"1542810027903385600","217741900",2022-07-01,"161308987","retweet_in","Political and Social Issues in Chess",27,"consumer"
"1542956958151475200","217741900",2022-07-01,"1729528081","retweet_in","Tournament Results and Standings",25,"consumer"
"1542973591519744000","217741900",2022-07-01,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1543173099784396800","391563229",2022-07-02,"13247182","retweet_in","Chess Events and Tournaments",36,"consumer"
"1543220993380044800","60494861",2022-07-02,"60494861","retweet_in","Player Performances and Strategies",14,"consumer"
"1544697910876569600","232951413",2022-07-06,"609121227","retweet_in","Chess Literature and Media",21,"consumer"
"1545811238235545600","132702118",2022-07-09,"161308987","retweet_in","Social Media Impact on Chess",27,"consumer"
"1548656649551872000","77210396",2022-07-17,"301042394","retweet_in","Chess Events and Tournaments",19,"influencer"
"1549273377222758400","94340676",2022-07-19,"1081889952412119040","retweet_in","Social Media Impact on Chess",24,"consumer"
"1549674896543948800","77210396",2022-07-20,"228660231","retweet_in","Social Media Impact on Chess",17,"influencer"
"1550274445444812800","1067064666",2022-07-22,"75174049","retweet_in","Social Media Impact on Chess",40,"consumer"
"1551273242089881600","1495255914",2022-07-24,"3161912605","retweet_in","Player Performances and Strategies",4,"influencer"
"1551533683940761600","77210396",2022-07-25,"609121227","retweet_in","Health and Wellness in Chess",21,"consumer"
"1552160822763622400","4369711156",2022-07-27,"609121227","retweet_in","Social Media Impact on Chess",21,"consumer"
"1552710936376524800","60494861",2022-07-28,"132702118","retweet_in","Tournament Results and Standings",6,"consumer"
"1552739087232409600","3161912605",2022-07-28,"23612012","retweet_in","Chess Training and Improvement",2,"influencer"
"1553666066429235200","228660231",2022-07-31,"77210396","retweet_in","Chess Events and Tournaments",39,"consumer"
"1554537945495142400","313299656",2022-08-02,"1651411087","retweet_in","Player Performances and Strategies",22,"influencer"
"1554846218731212800","101850896",2022-08-03,"4369711156","retweet_in","Chess Literature and Media",26,"influencer"
"1555188311312179200","198339335",2022-08-04,"313299656","retweet_in","Chess Literature and Media",9,"consumer"
"1555506297268838400","337149339",2022-08-05,"337149339","retweet_in","Social Media Impact on Chess",67,"consumer"
"1555511546029260800","13247182",2022-08-05,"4369711156","retweet_in","Chess Events and Tournaments",26,"influencer"
"1555782665315532800","94340676",2022-08-06,"252909412","retweet_in","Social Media Impact on Chess",64,"consumer"
"1556012809695232000","1067064666",2022-08-06,"313299656","retweet_in","Social Media Impact on Chess",9,"consumer"
"1556130366871654400","198339335",2022-08-07,"391563229","retweet_in","Social Media Impact on Chess",46,"consumer"
"1556211921505894400","77210396",2022-08-07,"232951413","retweet_in","Online Chess Competitions",3,"influencer"
"1556618192163840000","186797066",2022-08-08,"1884178352","retweet_in","Chess Literature and Media",7,"consumer"
"1557555746069708800","3086225424",2022-08-11,"1081889952412119040","retweet_in","Social Media Impact on Chess",24,"consumer"
"1558063841682022400","132702118",2022-08-12,"1729528081","retweet_in","Chess Personalities",25,"consumer"
"1558815011304345600","4369711156",2022-08-14,"92284830","retweet_in","Tournament Results and Standings",44,"consumer"
"1562761713060966400","227629567",2022-08-25,"94340676","retweet_in","Tournament Results and Standings",12,"consumer"
"1562834569270681600","1651411087",2022-08-25,"301042394","retweet_in","Tournament Results and Standings",19,"influencer"
"1564583593011200000","77210396",2022-08-30,"232951413","retweet_in","Chess Legends and Personalities",3,"influencer"
"1566516933331148800","23612012",2022-09-04,"3161912605","retweet_in","Player Performances and Strategies",4,"influencer"
"1566863403892838400","28994084",2022-09-05,"60494861","retweet_in","Social Media Impact on Chess",14,"consumer"
"1566868167154176000","23612012",2022-09-05,"3161912605","retweet_in","Player Performances and Strategies",4,"influencer"
"1567303462517350400","23612012",2022-09-07,"3161912605","retweet_in","Political and Social Issues in Chess",4,"influencer"
"1568020237467136000","3161912605",2022-09-08,"23612012","retweet_in","Social Media Impact on Chess",2,"influencer"
"1568669401741926400","23612012",2022-09-10,"3161912605","retweet_in","Social Media Impact on Chess",4,"influencer"
"1569049805753548800","77210396",2022-09-11,"232951413","retweet_in","Social Media Impact on Chess",3,"influencer"
"1569716987890176000","1495255914",2022-09-13,"23612012","retweet_in","Chess Events and Tournaments",2,"influencer"
"1569738464987340800","3161912605",2022-09-13,"23612012","retweet_in","Chess Events and Tournaments",2,"influencer"
"1570328887997132800","217741900",2022-09-15,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1570588698173132800","60995997",2022-09-16,"60995997","retweet_in","Political and Social Issues in Chess",74,"consumer"
"1570711074751795200","4369711156",2022-09-16,"617004214","retweet_in","Chess Training and Improvement",43,"consumer"
"1571194534687641600","1067064666",2022-09-17,"1729528081","retweet_in","Social Media Impact on Chess",25,"consumer"
"1571579835423641600","4369711156",2022-09-18,"97426170","retweet_in","Chess Literature and Media",53,"consumer"
"1572302066038579200","132702118",2022-09-20,"247232127","retweet_in","Chess Merchandise",66,"consumer"
"1572695774248550400","1067064666",2022-09-21,"132702118","retweet_in","Player Performances and Strategies",6,"consumer"
"1573659283564134400","232951413",2022-09-24,"97426170","retweet_in","Chess Training and Improvement",53,"consumer"
"1573736192750796800","1067064666",2022-09-24,"161308987","retweet_in","Chess Events and Tournaments",27,"consumer"
"1574576958448742400","434270813",2022-09-27,"1110733580","retweet_in","Tournament Results and Standings",56,"consumer"
"1574688098939801600","217741900",2022-09-27,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1574690564305408000","161308987",2022-09-27,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1575153735244083200","337149339",2022-09-28,"337149339","retweet_in","Chess Legends and Personalities",67,"consumer"
"1576127702025011200","609121227",2022-10-01,"13247182","retweet_in","Political and Social Issues in Chess",36,"consumer"
"1576262044545740800","60494861",2022-10-01,"132702118","retweet_in","Chess Literature and Media",6,"consumer"
"1577343523824844800","77210396",2022-10-04,"609121227","retweet_in","Social Media Impact on Chess",21,"consumer"
"1578058859763097600","60995997",2022-10-06,"337149339","retweet_in","Political and Social Issues in Chess",67,"consumer"
"1578341887144243200","609121227",2022-10-07,"132787956","retweet_in","Social Media Impact on Chess",62,"consumer"
"1578775294776729600","337149339",2022-10-08,"337149339","retweet_in","Chess Literature and Media",67,"consumer"
"1578793451264409600","1067064666",2022-10-08,"77210396","retweet_in","Player Performances and Strategies",39,"consumer"
"1579425673055436800","4369711156",2022-10-10,"1110733580","retweet_in","Chess Literature and Media",56,"consumer"
"1579841596526592000","4369711156",2022-10-11,"60494861","retweet_in","Chess Legends and Personalities",14,"consumer"
"1580570284188262400","92284830",2022-10-13,"46465628","retweet_in","Tournament Results and Standings",42,"consumer"
"1582431472891596800","1067064666",2022-10-18,"13247182","retweet_in","Chess Training and Improvement",36,"consumer"
"1583290108630835200","60494861",2022-10-21,"29521967","retweet_in","Tournament Results and Standings",30,"consumer"
"1583795144251187200","1588889406",2022-10-22,"97426170","retweet_in","Chess Legends and Personalities",53,"consumer"
"1583842360341196800","1067064666",2022-10-22,"23612012","retweet_in","Chess Events and Tournaments",2,"influencer"
"1584267958343577600","28994084",2022-10-23,"279565150","retweet_in","Player Performances and Strategies",71,"consumer"
"1585780460180889600","60995997",2022-10-27,"60995997","retweet_in","Political and Social Issues in Chess",74,"consumer"
"1586361734931046400","1067064666",2022-10-29,"132702118","retweet_in","Social Media Impact on Chess",6,"consumer"
"1586760024877056000","1067064666",2022-10-30,"313299656","retweet_in","Chess Events and Tournaments",9,"consumer"
"1588063026284236800","77210396",2022-11-03,"232951413","retweet_in","Online Chess Competitions",3,"influencer"
"1588292668055961600","228660231",2022-11-03,"92284830","retweet_in","Tournament Results and Standings",44,"consumer"
"1590778586469785600","217741900",2022-11-10,"1729528081","retweet_in","Chess Literature and Media",25,"consumer"
"1591919744177049600","161308987",2022-11-13,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1593634909725286400","1067064666",2022-11-18,"1041446451715473408","retweet_in","Social Media Impact on Chess",41,"consumer"
"1593961770351206400","217741900",2022-11-19,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1594627231502028800","313299656",2022-11-21,"609121227","retweet_in","Chess Literature and Media",21,"consumer"
"1595518190649344000","28994084",2022-11-23,"227629567","retweet_in","Chess Events and Tournaments",51,"influencer"
"1596120290991513600","92284830",2022-11-25,"609121227","retweet_in","Online Chess Competitions",21,"consumer"
"1596181887382220800","1884178352",2022-11-25,"609121227","retweet_in","Online Chess Competitions",21,"consumer"
"1597272774351155200","217741900",2022-11-28,"31479252","retweet_in","Player Performances and Strategies",48,"consumer"
"1597531312927436800","217741900",2022-11-29,"1729528081","retweet_in","Chess Events and Tournaments",25,"consumer"
"1597972280650649600","29521967",2022-11-30,"126345156","retweet_in","Chess Events and Tournaments",16,"consumer"
"1599036884952371200","217741900",2022-12-03,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1602333856773939200","4369711156",2022-12-12,"609121227","retweet_in","Social Media Impact on Chess",21,"consumer"
"1602360300807782400","13247182",2022-12-12,"4369711156","retweet_in","Chess Events and Tournaments",26,"influencer"
"1602862875642675200","60995997",2022-12-14,"60995997","retweet_in","Political and Social Issues in Chess",74,"consumer"
"1603495020706816000","217741900",2022-12-15,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1603800444471500800","132702118",2022-12-16,"1041446451715473408","retweet_in","Chess Events and Tournaments",41,"consumer"
"1605629079855718400","1067064666",2022-12-21,"313299656","retweet_in","Chess Legends and Personalities",9,"consumer"
"1607644817349120000","13247182",2022-12-27,"4369711156","retweet_in","Chess Training and Improvement",26,"influencer"
"1607806765831168000","1067064666",2022-12-27,"232951413","retweet_in","Online Chess Competitions",3,"influencer"
"1608539622191104000","1067064666",2022-12-29,"391563229","retweet_in","Social Media Impact on Chess",46,"consumer"
"1615732467016806400","217741900",2023-01-18,"227629567","retweet_in","Social Media Impact on Chess",51,"influencer"
"1617888136071372800","227629567",2023-01-24,"132702118","retweet_in","Player Performances and Strategies",6,"consumer"
"1618605319478988800","3392260661",2023-01-26,"227629567","retweet_in","Tournament Results and Standings",51,"influencer"
"1619309346109952000","313299656",2023-01-28,"313299656","retweet_in","Chess Legends and Personalities",9,"consumer"
"1619740701826355200","3511819222",2023-01-29,"1110733580","retweet_in","Player Performances and Strategies",56,"consumer"
"1622261588882227200","4369711156",2023-02-05,"4369711156","retweet_in","Social Media Impact on Chess",26,"influencer"
"1622664283766067200","92284830",2023-02-06,"228660231","retweet_in","Chess Events and Tournaments",17,"influencer"
"1623050677307187200","1081889952412119040",2023-02-07,"83338597","retweet_in","Chess Creativity",20,"consumer"
"1623056977701273600","161308987",2023-02-07,"161308987","retweet_in","Political and Social Issues in Chess",27,"consumer"
"1625851765118668800","217741900",2023-02-15,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1625916905952358400","1067064666",2023-02-15,"29521967","retweet_in","Online Chess Competitions",30,"consumer"
"1626272586077286400","217741900",2023-02-16,"1729528081","retweet_in","Chess Sponsorships",25,"consumer"
"1631587053220556800","83338597",2023-03-03,"232951413","retweet_in","Chess Events and Tournaments",3,"influencer"
"1631955802109132800","2609917590",2023-03-04,"769229557576507392","retweet_in","Tournament Results and Standings",70,"consumer"
"1632772124950528000","4369711156",2023-03-06,"13247182","retweet_in","Social Media Impact on Chess",36,"consumer"
"1634459018650419200","232951413",2023-03-11,"97426170","retweet_in","Chess Literature and Media",53,"consumer"
"1634492917975859200","337149339",2023-03-11,"337149339","retweet_in","Chess Literature and Media",67,"consumer"
"1634886308303872000","161308987",2023-03-12,"1729528081","retweet_in","Political and Social Issues in Chess",25,"consumer"
"1634953205900800000","83338597",2023-03-12,"3511819222","retweet_in","Chess Events and Tournaments",34,"consumer"
"1637185196557516800","83338597",2023-03-18,"23612012","retweet_in","Chess Events and Tournaments",2,"influencer"
"1638291824920985600","83338597",2023-03-21,"23612012","retweet_in","Social Media Impact on Chess",2,"influencer"
"1277952355875635200","58565342",2020-06-30,"3511819222","retweet_out","Chess Events and Tournaments",34,"consumer"
"1278321073948364800","1619872802",2020-07-01,"337149339","retweet_out","Chess Literature and Media",67,"consumer"
"1278335425543680000","327923243",2020-07-01,"1729528081","retweet_out","Social Media Impact on Chess",25,"consumer"
"1279048659078963200","897406907362803712",2020-07-03,"97426170","retweet_out","Chess Literature and Media",53,"consumer"
"1280061154572800000","294138282",2020-07-06,"22202577","retweet_out","Chess Literature and Media",72,"consumer"
"1280062140548812800","451472926",2020-07-06,"132702118","retweet_out","Player Performances and Strategies",6,"consumer"
